METAREA,COUNTY,AGE,COVIDUNAW,gender,education,race,hispanic,marital_status
1521,0,49,1,Male,Graduate or Professional Degree,Black,Non-Hispanic,Married
1521,0,49,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Married
3122,0,62,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
1521,0,58,1,Female,High School or below,White,Non-Hispanic,Married
1521,37119,35,1,Female,Bachelor's,Black,Non-Hispanic,Single
2560,0,58,1,Male,Bachelor's,White,Non-Hispanic,Divorced
6642,0,45,1,Male,Some College or Associate Degree,White,Hispanic,Married
6642,0,39,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
3121,37057,42,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
3121,37057,41,2,Male,Bachelor's,White,Non-Hispanic,Married
3122,0,65,1,Female,High School or below,White,Non-Hispanic,Married
1521,37119,37,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,37119,44,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,0,51,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,0,69,1,Male,High School or below,Black,Non-Hispanic,Married
1521,37119,43,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,37119,38,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,37119,45,2,Female,Bachelor's,White,Non-Hispanic,Married
1521,37119,50,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,16,2,Female,High School or below,White,Non-Hispanic,Single
1521,37119,57,1,Female,High School or below,White,Non-Hispanic,Married
1521,37119,59,1,Male,High School or below,White,Non-Hispanic,Married
1521,37159,41,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1521,37159,43,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,37119,32,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
1521,37119,30,1,Female,Bachelor's,White,Non-Hispanic,Single
6642,0,35,2,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
6642,0,64,1,Male,Graduate or Professional Degree,Black,Non-Hispanic,Married
1521,0,40,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,0,54,2,Male,Bachelor's,White,Non-Hispanic,Married
1521,0,56,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
2560,0,59,2,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
2560,0,33,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
3122,0,49,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
1521,37119,24,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,37119,24,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
3121,0,19,1,Male,High School or below,White,Non-Hispanic,Single
9999,0,70,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1521,37119,46,2,Male,Graduate or Professional Degree,Asian,Non-Hispanic,Single
6642,0,53,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,48,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,18,1,Male,High School or below,White,Non-Hispanic,Single
6641,0,44,1,Male,Bachelor's,White,Non-Hispanic,Single
6641,0,43,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Single
2560,0,37,2,Female,High School or below,White,Non-Hispanic,Single
2560,0,43,2,Male,High School or below,White,Non-Hispanic,Divorced
2560,0,20,2,Female,High School or below,White,Non-Hispanic,Single
1521,0,32,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,0,35,1,Male,High School or below,White,Non-Hispanic,Married
1521,37179,68,2,Male,High School or below,White,Non-Hispanic,Married
1521,37179,59,1,Female,Bachelor's,White,Non-Hispanic,Married
3121,37067,58,2,Male,Bachelor's,White,Non-Hispanic,Married
3121,37067,24,2,Male,Bachelor's,White,Non-Hispanic,Single
1521,0,45,1,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
6642,0,48,1,Male,High School or below,Black,Non-Hispanic,Single
6642,0,48,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
3122,0,70,2,Male,High School or below,White,Non-Hispanic,Married
1521,37119,40,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,37119,38,1,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,43,2,Female,Bachelor's,White,Non-Hispanic,Divorced
6642,0,41,1,Female,Bachelor's,Black,Non-Hispanic,Married
6641,0,27,2,Male,Bachelor's,White,Non-Hispanic,Single
1521,37119,30,2,Female,Bachelor's,White,Non-Hispanic,Married
1521,37119,35,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,37119,26,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,37119,27,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,0,49,1,Female,High School or below,Black,Non-Hispanic,Married
1521,0,66,2,Male,High School or below,Black,Non-Hispanic,Married
1521,37179,61,2,Female,High School or below,White,Non-Hispanic,Married
3121,37067,30,1,Male,Bachelor's,White,Non-Hispanic,Single
6642,0,52,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Single
6642,0,16,1,Female,High School or below,White,Non-Hispanic,Single
9999,0,44,1,Female,High School or below,Native American,Non-Hispanic,Married
9999,0,46,1,Male,High School or below,Native American,Non-Hispanic,Married
9999,0,26,1,Male,High School or below,Native American,Non-Hispanic,Single
6642,0,63,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,66,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,0,59,1,Female,Bachelor's,Black,Non-Hispanic,Married
1521,0,59,1,Male,Graduate or Professional Degree,Black,Non-Hispanic,Married
1521,37159,40,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,31,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37159,41,1,Male,High School or below,White,Non-Hispanic,Married
1521,37159,41,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3121,37057,52,1,Female,Bachelor's,White,Non-Hispanic,Divorced
3121,37057,51,1,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
3121,37057,29,2,Female,Some College or Associate Degree,White,Non-Hispanic,Single
3122,0,61,1,Male,Bachelor's,White,Non-Hispanic,Married
6641,0,52,1,Male,Bachelor's,White,Non-Hispanic,Married
6641,0,45,2,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,43,1,Male,Bachelor's,Asian,Non-Hispanic,Married
6642,0,35,1,Female,Bachelor's,Asian,Non-Hispanic,Married
6641,0,58,1,Male,Bachelor's,White,Non-Hispanic,Married
6641,0,59,1,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,39,1,Female,Bachelor's,White,Non-Hispanic,Divorced
6642,0,35,1,Male,High School or below,White,Non-Hispanic,Divorced
6642,0,45,1,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,39,1,Male,Bachelor's,White,Non-Hispanic,Married
3121,37067,49,1,Female,High School or below,White,Non-Hispanic,Married
6642,0,59,1,Male,Bachelor's,White,Non-Hispanic,Married
6642,0,58,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
1521,0,43,1,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
6642,0,55,1,Male,High School or below,White,Non-Hispanic,Married
6642,0,26,1,Male,Bachelor's,White,Non-Hispanic,Single
6642,0,43,1,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,44,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,0,56,1,Male,High School or below,White,Non-Hispanic,Married
1521,0,33,1,Male,Bachelor's,White,Non-Hispanic,Single
2560,0,27,1,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,31,1,Male,Bachelor's,White,Non-Hispanic,Single
6642,0,29,1,Female,Bachelor's,White,Non-Hispanic,Single
6642,0,43,1,Male,Some College or Associate Degree,White,Hispanic,Married
6642,0,40,1,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,45,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
1521,37119,57,1,Male,Bachelor's,Black,Non-Hispanic,Married
1521,37119,59,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
1521,0,41,1,Male,High School or below,White,Hispanic,Single
1521,37159,28,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1521,37159,27,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,52,1,Male,Bachelor's,Black,Non-Hispanic,Married
9998,0,42,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Married
9998,0,22,2,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
9998,0,33,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,35,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,37155,56,1,Male,High School or below,White,Non-Hispanic,Married
9998,37155,31,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,41,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,52,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
9998,0,49,1,Male,Bachelor's,White,Non-Hispanic,Married
9998,0,56,2,Male,Some College or Associate Degree,White,Hispanic,Single
9998,0,22,2,Male,High School or below,White,Hispanic,Single
9998,0,30,1,Female,High School or below,Native American,Non-Hispanic,Single
9998,0,73,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
9998,0,31,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
9998,0,54,2,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,55,2,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,22,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,51,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,70,1,Male,High School or below,White,Non-Hispanic,Married
9998,37155,54,1,Male,High School or below,Native American,Non-Hispanic,Married
9998,0,52,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,55,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,44,2,Male,High School or below,White,Non-Hispanic,Single
9998,0,59,1,Female,Bachelor's,Black,Non-Hispanic,Married
9998,0,58,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,41,1,Female,High School or below,White,Non-Hispanic,Divorced
9998,0,31,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,60,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,67,2,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,37155,63,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,67,2,Female,High School or below,White,Non-Hispanic,Married
9998,0,52,1,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
9998,0,50,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,43,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
9998,0,49,1,Male,High School or below,White,Non-Hispanic,Divorced
9998,0,58,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
9998,0,47,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
9998,37155,48,2,Female,Graduate or Professional Degree,Black,Non-Hispanic,Married
9998,37155,56,1,Male,High School or below,Black,Non-Hispanic,Married
9998,0,52,2,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,48,2,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
9998,0,35,1,Male,Bachelor's,White,Non-Hispanic,Married
9998,37155,67,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,57,2,Female,High School or below,Black,Non-Hispanic,Married
9998,0,34,1,Male,High School or below,Black,Non-Hispanic,Divorced
9998,0,65,1,Female,High School or below,Black,Non-Hispanic,Single
9998,0,55,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,48,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,56,1,Female,High School or below,White,Non-Hispanic,Married
9998,0,53,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,66,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,54,2,Male,Bachelor's,White,Non-Hispanic,Single
9998,0,29,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,19,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,49,2,Male,High School or below,White,Non-Hispanic,Divorced
9998,0,56,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,54,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
9998,0,52,1,Male,Bachelor's,White,Non-Hispanic,Divorced
9998,0,50,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
9998,37155,44,1,Female,Bachelor's,Black,Non-Hispanic,Married
9998,37155,43,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Married
9998,0,36,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
9998,0,38,1,Female,Bachelor's,White,Non-Hispanic,Married
9998,0,48,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,17,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,25,1,Male,High School or below,Black,Non-Hispanic,Single
9998,0,42,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,66,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,58,1,Female,High School or below,White,Non-Hispanic,Married
9998,0,24,1,Female,High School or below,White,Non-Hispanic,Single
9998,0,67,1,Female,Bachelor's,Black,Non-Hispanic,Married
9998,0,73,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,72,2,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
9998,0,46,2,Female,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,65,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,54,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
9998,0,32,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
9998,37155,35,2,Male,High School or below,Black,Non-Hispanic,Single
9998,0,28,1,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
9998,0,62,2,Male,High School or below,Black,Non-Hispanic,Married
9998,0,60,2,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
9998,0,31,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
9998,0,32,1,Female,Bachelor's,Black,Non-Hispanic,Single
9998,0,48,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
9998,0,47,2,Male,Graduate or Professional Degree,Asian,Non-Hispanic,Married
9998,0,47,2,Female,Bachelor's,White,Non-Hispanic,Married
9998,0,25,2,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,28,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,52,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,65,1,Male,Bachelor's,White,Non-Hispanic,Married
9998,0,59,2,Female,Bachelor's,White,Non-Hispanic,Married
9998,0,36,1,Male,Bachelor's,White,Hispanic,Married
9998,0,66,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Divorced
9998,0,55,1,Male,High School or below,Black,Non-Hispanic,Married
9998,0,39,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Single
9998,0,76,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,27,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,26,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,45,2,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,37155,25,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
9998,0,49,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
3291,0,25,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
480,0,32,1,Female,Bachelor's,White,Non-Hispanic,Married
480,0,35,1,Male,Bachelor's,White,Non-Hispanic,Married
1300,37001,25,1,Male,Bachelor's,White,Hispanic,Single
3150,37147,60,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
3150,37147,59,1,Female,Graduate or Professional Degree,Native American,Non-Hispanic,Married
480,37021,53,2,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
3291,0,55,1,Female,High School or below,Black,Non-Hispanic,Married
3291,0,49,1,Male,High School or below,White,Non-Hispanic,Married
3291,0,43,1,Female,High School or below,White,Non-Hispanic,Married
3291,0,47,2,Male,High School or below,White,Non-Hispanic,Married
1300,37001,32,1,Female,High School or below,White,Non-Hispanic,Single
3150,37147,53,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
1300,37001,64,1,Female,Bachelor's,White,Non-Hispanic,Married
1300,37001,50,1,Female,High School or below,White,Non-Hispanic,Divorced
480,37021,27,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Single
480,37021,57,2,Male,Some College or Associate Degree,Native American,Non-Hispanic,Single
1300,37001,58,2,Female,Some College or Associate Degree,White,Non-Hispanic,Married
2980,37191,46,1,Male,High School or below,Black,Non-Hispanic,Married
1300,37001,43,1,Male,High School or below,White,Non-Hispanic,Divorced
480,37021,49,2,Male,High School or below,Black,Non-Hispanic,Married
2980,37191,61,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Divorced
1300,37001,57,2,Male,High School or below,Black,Non-Hispanic,Divorced
480,0,73,2,Male,High School or below,White,Non-Hispanic,Married
3150,37147,43,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3291,0,29,1,Female,High School or below,Black,Non-Hispanic,Married
3291,0,34,1,Male,High School or below,Black,Non-Hispanic,Married
3600,37133,62,1,Male,High School or below,White,Non-Hispanic,Married
3600,37133,22,2,Female,High School or below,White,Non-Hispanic,Single
3600,37133,36,1,Male,High School or below,White,Non-Hispanic,Married
3600,37133,35,1,Female,High School or below,White,Non-Hispanic,Married
3600,37133,16,1,Male,High School or below,White,Non-Hispanic,Single
3600,37133,25,2,Male,High School or below,White,Non-Hispanic,Single
3600,37133,27,1,Male,High School or below,White,Non-Hispanic,Married
480,37021,52,1,Male,High School or below,White,Non-Hispanic,Married
480,37021,39,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
480,37021,45,1,Female,Bachelor's,White,Non-Hispanic,Married
3291,0,47,1,Male,High School or below,White,Non-Hispanic,Married
1300,37001,55,2,Male,High School or below,Black,Non-Hispanic,Single
3150,37147,53,2,Male,Bachelor's,White,Non-Hispanic,Married
3150,37147,55,2,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
